"","...1","Show","Season","Episode","Character","Line","Gender","Gender_label","Rownumber","Year","N_words","Year_groups"
"1",152176,"Frasier","4","8","Daphne","Well, you have to.It's right in here.",1,"female",15217,1996,6,"1994-1997"
"2",264107,"Seinfeld","7","1","ELAINE","That can't be the dog. Are you sure you got the right one?",1,"female",26410,1995,12,"1994-1997"
"3",181055,"Seinfeld","5","12","ELAINE","what is with the gum?",1,"female",18105,1994,4,"1994-1997"
"4",59926,"Frasier","2","7","Niles","Well, then you can forget education, and the environment, and funding for the arts...",0,"male",5992,1994,13,"1994-1997"
"5",264434,"Seinfeld","7","1","ELAINE","No! No! It's impossible. It's impossible.",1,"female",26443,1995,5,"1994-1997"
"6",409819,"Frasier","1","20","Niles","Doesn't matter what I think.",0,"male",4098,1994,4,"1994-1997"
"7",371019,"Frasier","1","15","Daphne","Oh, well.  I might as well.  I never really have understood this game.Thank you, gentlemen.  And now if you'll excuse me, I'm going to attempt to use the ladies room without touching anything.",1,"female",3710,1994,35,"1994-1997"
"8",246335,"Seinfeld","6","18","JERRY","Don't you find it odd that as soon as he leaves, the couch gets stolen? Maybe he's setting me up!",0,"male",24633,1995,19,"1994-1997"
"9",497910,"Friends","2","2","Rachel","Yeah, I forget which ones.",1,"female",4979,1995,4,"1994-1997"
"10",129796,"Frasier","3","21","Bebe","as a small token of my gratitude.",1,"female",12979,1996,6,"1994-1997"
"11",162346,"Frasier","4","13","Frasier","Well, that's exactly why we should do it.We're being spontaneous today.  Come on.",0,"male",16234,1997,13,"1994-1997"
"12",162836,"Frasier","4","13","Niles","Yes they are, and thank you for twisting my arm.",0,"male",16283,1997,9,"1994-1997"
"13",212910,"Friends","1","11","Chandler","Myyy mother, ladies and gentlemen.",0,"male",2129,1995,4,"1994-1997"
"14",205766,"Frasier","5","9","Frasier","Just ignore him, Dad.  I tell you what, there is another vocal exercise I remember, it was very useful to me when I was singing Colonel Fairfax in ""Yeoman Of The Guard."" The principal is to distract yourself with a physical exercise, thus freeing the voice.  You hit one note and you slide up the octave as you descend slowly into a crouched position.  Observe.",0,"male",20576,1997,67,"1994-1997"
"15",486916,"Frasier","2","1","Frasier","Not until I have exacted my pound of flesh.",0,"male",4869,1994,8,"1994-1997"
"16",493410,"Friends","2","1","Monica","Thank you. My hair is very amused.",1,"female",4934,1995,6,"1994-1997"
"17",68486,"Frasier","2","12","Roz","I did not sleep with Bulldog - he didn't even hit on me.  He did want something, though - he wanted me to leave you and come be his new producer.",1,"female",6848,1995,31,"1994-1997"
"18",488817,"Frasier","2","1","Frasier","Quiet, quiet, it's his last chance.",0,"male",4888,1994,5,"1994-1997"
"19",161181,"Friends","4","9","Phoebe","Youre the cook! With out you its just me driving up to peoples houses with empty trays and asking for money!",1,"female",16118,1997,20,"1994-1997"
"20",275773,"Seinfeld","7","6","GEORGE","Good afternoon. One large crab bisque to go. Bread. Beautiful.",0,"male",27577,1995,9,"1994-1997"
"21",394604,"Seinfeld","9","7","ELAINE","You have a little thing for this fella'?",1,"female",39460,1997,7,"1994-1997"
"22",273919,"Frasier","1","17","Daphne","Well then, exactly what was it you wanted us to stop doing?",1,"female",2739,1994,11,"1994-1997"
"23",171806,"Frasier","4","17","Bebe","Oh, I see.  So when you said in that off-handed way that you hoped Roz wouldn't get the job... I totally misinterpreted you.",1,"female",17180,1997,23,"1994-1997"
"24",164836,"Frasier","4","14","Niles","Bon Appetite, Bon Appetite.  Now, you try it, Baby.  Bon Appetite.",0,"male",16483,1997,12,"1994-1997"
"25",263984,"Seinfeld","7","1","KRAMER","Well, I can guess within an hour.",0,"male",26398,1995,6,"1994-1997"
"26",81731,"Friends","2","20","Monica","So your first whole weekend without Ben, what're you guys gonna do?",1,"female",8173,1996,11,"1994-1997"
"27",344764,"Seinfeld","8","9","ELAINE","Oh yes you are. We'll just stop having sex.",1,"female",34476,1996,8,"1994-1997"
"28",257818,"Seinfeld","6","23","GEORGE","Yeah, I told her how toilet paper hasn't changed in my lifetime, and probably wouldn't change in the next fifty thousand years and she was fascinated, fascinated!",0,"male",25781,1995,26,"1994-1997"
"29",89100,"Friends","1","1","Monica","Okay, umm-umm, I'll just--I'll be right back, I just gotta go ah, go ah...",1,"female",89,1994,13,"1994-1997"
