"","...1","Show","Season","Episode","Character","Line","Gender","Gender_label","Rownumber","Year","N_words","Year_groups"
"1",110006,"Seinfeld","1","1","JERRY","Do you know what this is all about? Do you know why we're here? To be out, this is out... and out is one of the single most enjoyable experiences of life. People... did you ever hear people talking about We should go out? This is what they're talking about... this whole thing, we're all out now, no one is home. Not one person here is home, we're all out! There are people tryin to find us, they don't know where we are. Did you ring?, I can't find him. Where did he go? He didn't tell me where he was going. He must have gone out. You wanna go out you get ready, you pick out the clothes, right? You take the shower, you get all ready, get the cash, get your friends, the car, the spot, the reservation... Then you're standing around, whatta you do? You go We gotta be getting back. Once you're out, you wanna get back! You wanna go to sleep, you wanna get up, you wanna go out again tomorrow, right? Where ever you are in life, it's my feeling, you've gotta go.",0,"male",1,1989,188,"1989-1993"
"2",210007,"Seinfeld","1","1","JERRY","See, to me, that button is in the worst possible spot. The second button literally makes or breaks the shirt, look at it. It's too high! It's in no-mans-land. You look like you live with your mother.",0,"male",2,1989,36,"1989-1993"
"3",410007,"Seinfeld","1","1","JERRY","You do of course try on, when you buy?",0,"male",4,1989,8,"1989-1993"
"4",56000,"Seinfeld","1","1","GEORGE","Yes, it was purple, I liked it, I don't actually recall considering the buttons.",0,"male",5,1989,13,"1989-1993"
"5",71008,"Seinfeld","1","1","GEORGE","Uh, no, not at this time.",0,"male",7,1989,5,"1989-1993"
"6",81007,"Seinfeld","1","1","JERRY","Well, senator, I'd just like to know, what you knew and when you knew it.",0,"male",8,1989,14,"1989-1993"
"7",91008,"Seinfeld","1","1","GEORGE","Are, are you sure this is decaf? Where's the orange indicator?",0,"male",9,1989,10,"1989-1993"
"8",101006,"Seinfeld","1","1","JERRY","Can you relax, it's a cup of coffee. Claire is a professional waitress.",0,"male",10,1989,12,"1989-1993"
"9",111008,"Seinfeld","1","1","GEORGE","How come you're not doin' the second show tomorrow?",0,"male",11,1989,8,"1989-1993"
"10",121007,"Seinfeld","1","1","JERRY","Well, there's this uh, woman might be comin in.",0,"male",12,1989,8,"1989-1993"
"11",131008,"Seinfeld","1","1","GEORGE","Wait a second, wait a second, what coming in, what woman is coming in?",0,"male",13,1989,13,"1989-1993"
"12",141007,"Seinfeld","1","1","JERRY","I told you about Laura, the girl I met in Michigan?",0,"male",14,1989,10,"1989-1993"
"13",161008,"Seinfeld","1","1","JERRY","I thought I told you about it, yes, she teaches political science? I met her the night I did the show in Lansing...",0,"male",16,1989,22,"1989-1993"
"14",181007,"Seinfeld","1","1","JERRY","There's no milk in here, what...",0,"male",18,1989,5,"1989-1993"
"15",191008,"Seinfeld","1","1","GEORGE","Wait wait wait, what is she... What is she like?",0,"male",19,1989,9,"1989-1993"
"16",201008,"Seinfeld","1","1","JERRY","Oh, she's really great. I mean, she's got like a real warmth about her and she's really bright and really pretty and uh... the conversation though, I mean, it was... talking with her is like talking with you, but, you know, obviously much better.",0,"male",20,1989,43,"1989-1993"
"17",211008,"Seinfeld","1","1","GEORGE","So, you know, what, what happened?",0,"male",21,1989,5,"1989-1993"
"18",221008,"Seinfeld","1","1","JERRY","Oh, nothing happened, you know, but is was great.",0,"male",22,1989,8,"1989-1993"
"19",231007,"Seinfeld","1","1","GEORGE","Oh, nothing happened, but it was...",0,"male",23,1989,5,"1989-1993"
"20",271007,"Seinfeld","1","1","GEORGE","So, you know, she calls and says she wants to go out with you tomorrow night? God bless! Devil you!",0,"male",27,1989,19,"1989-1993"
"21",281007,"Seinfeld","1","1","JERRY","Yeah, well... not exactly. I mean, she said, you know, she called this morning and said she had to come in for a seminar and maybe we'll get together.",0,"male",28,1989,28,"1989-1993"
"22",291007,"Seinfeld","1","1","GEORGE","Ho ho ho, Had to? Had to come in?",0,"male",29,1989,8,"1989-1993"
"23",311006,"Seinfeld","1","1","GEORGE","Had to come in and maybe we'll get together? Had to and maybe?",0,"male",31,1989,12,"1989-1993"
"24",331007,"Seinfeld","1","1","GEORGE","No... no... no, I hate to tell you this. You're not gonna see this woman.",0,"male",33,1989,14,"1989-1993"
"25",341007,"Seinfeld","1","1","JERRY","What, are you serious... why, why did she call?",0,"male",34,1989,8,"1989-1993"
"26",351007,"Seinfeld","1","1","GEORGE","How do I know, maybe, you know, maybe she wanted to be polite.",0,"male",35,1989,12,"1989-1993"
"27",361007,"Seinfeld","1","1","JERRY","To be polite? You are insane!",0,"male",36,1989,5,"1989-1993"
"28",371007,"Seinfeld","1","1","GEORGE","All right, all right, I didn't want to tell you this. You wanna know why she called you?",0,"male",37,1989,17,"1989-1993"
"29",391007,"Seinfeld","1","1","GEORGE","You're a back-up, you're a second-line, a just-in-case, a B-plan, a contingency!",0,"male",39,1989,11,"1989-1993"
"30",401006,"Seinfeld","1","1","JERRY","Oh, I get it, this is about the button.",0,"male",40,1989,8,"1989-1993"
"31",411006,"Seinfeld","1","1","GEORGE","Claire, Claire, you're a woman, right?",0,"male",41,1989,5,"1989-1993"
"32",421007,"Seinfeld","1","1","GEORGE","Uhm... I'd like to ask you... ask you to analyze a hypothetical phone call, you know, from a female point of view.",0,"male",42,1989,21,"1989-1993"
"33",431007,"Seinfeld","1","1","GEORGE","Now, a woman calls me, all right?",0,"male",43,1989,6,"1989-1993"
"34",441006,"Seinfeld","1","1","GEORGE","She says she has to come to New York on business...",0,"male",44,1989,10,"1989-1993"
"35",461006,"Seinfeld","1","1","GEORGE","... and, and maybe she'll see me when she gets there, does this woman intend to spend time with me?",0,"male",46,1989,19,"1989-1993"
"36",471006,"Seinfeld","1","1","GEORGE","To be polite. I rest my case.",0,"male",47,1989,6,"1989-1993"
"37",481006,"Seinfeld","1","1","JERRY","Good. Did you have fun? You have no idea, what you're talking about, now, come on, come with me. I gotta go get my stuff out of the dryer anyway.",0,"male",48,1989,29,"1989-1993"
"38",491006,"Seinfeld","1","1","GEORGE","I'm not gonna watch you do laundry.",0,"male",49,1989,6,"1989-1993"
"39",501006,"Seinfeld","1","1","JERRY","Oh, come on, be a come-with guy.",0,"male",50,1989,6,"1989-1993"
"40",521004,"Seinfeld","1","1","GEORGE","Right, I knew I felt something!",0,"male",52,1989,5,"1989-1993"
"41",531005,"Seinfeld","1","1","GEORGE","Jerry? I have to tell you something. This is the dullest moment I've ever experienced.",0,"male",53,1989,14,"1989-1993"
"42",541004,"Seinfeld","1","1","JERRY","Well, look at this guy. Look, he's got everything, he's got detergents, sprays, fabric softeners. This is not his first load.",0,"male",54,1989,20,"1989-1993"
"43",551000,"Seinfeld","1","1","GEORGE","I need a break, Jerry, you know. I gotta get out of the city. I feel so cramped...",0,"male",55,1989,17,"1989-1993"
"44",56108,"Seinfeld","1","1","JERRY","And you didn't even hear how she sounded.",0,"male",56,1989,7,"1989-1993"
"45",59108,"Seinfeld","1","1","GEORGE","I can't believe- WE ALREADY DISCUSSED THIS!",0,"male",59,1989,6,"1989-1993"
"46",60108,"Seinfeld","1","1","JERRY","Yeah, but how could you be so sure?",0,"male",60,1989,7,"1989-1993"
"47",61108,"Seinfeld","1","1","GEORGE","'Cause it's signals, Jerry, it's signals! Don't you- all right. Did she even ask you, what you were doin' tomorrow night, if you were busy?",0,"male",61,1989,24,"1989-1993"
"48",63108,"Seinfeld","1","1","GEORGE","She calls you today and she doesn't make a plan for tomorrow? What is that? It's Saturday night!",0,"male",63,1989,17,"1989-1993"
"49",65108,"Seinfeld","1","1","GEORGE","What is that? It's ridiculous! You don't even know what hotel she's staying at, you can't call her. That's a signal, Jerry, that's a signal! Signal!",0,"male",65,1989,25,"1989-1993"
"50",67108,"Seinfeld","1","1","GEORGE","Maybe I'm right? Of course I'm right.",0,"male",67,1989,6,"1989-1993"
"51",68108,"Seinfeld","1","1","JERRY","This is insane. You know, I don't even know where she's staying! She, she's not gonna call me, this is unbelievable.",0,"male",68,1989,20,"1989-1993"
"52",69108,"Seinfeld","1","1","GEORGE","I know, I know. Listen, your stuff has to be done by now, why don't you just see if it's dry?",0,"male",69,1989,20,"1989-1993"
"53",70108,"Seinfeld","1","1","JERRY","No no no, don't interrupt the cycle. The machine is working, it, it knows what it's doing. Just let it finish.",0,"male",70,1989,20,"1989-1993"
"54",74107,"Seinfeld","1","1","JERRY","Same as you can't overwet. You see, once something is wet, it's wet. Same thing with death. Like once you die you're dead, right? Let's say you drop dead and I shoot you. You're not gonna die again, you're already dead. You can't overdie, you can't overdry.",0,"male",74,1989,46,"1989-1993"
"55",76108,"Seinfeld","1","1","JERRY","How could she not tell me where she was staying?",0,"male",76,1989,9,"1989-1993"
"56",77108,"Seinfeld","1","1","GEORGE","Look at that. They're done!",0,"male",77,1989,4,"1989-1993"
"57",78108,"Seinfeld","1","1","JERRY","Laundry day is the only exciting day in the life of clothes. It is... yknow, think about it. The washing machine is the nightclub of clothes. You know, it's dark, there's bubbles happening, they're all kinda dancing around in there- shirt grabs the underwear, C'mon babe, let's go. You come by, you open up the lid and they'll- Socks are the most amazing article of clothing. They hate their lives, they're in the shoes with stinky feet, the boring drawers. The dryer is their only chance to escape and they all know it. They knew a escape from the dryer. They plan it in the hamper the night before, Tomorrow, the dryer, I'm goin. You wait here! The dryer door swings open and the sock is waiting up against the side wall. He hopes you don't see him and then he goes down the road. They get buttons sewn on their faces, join a puppet show. So they're showing me on television the detergent for getting out bloodstains. Is this a violent image to anybody? Bloodstains? I mean, come on, you got a T-shirt with bloodstains all over it, maybe laundry isn't your biggest problem right now. You gotta get the harpoon out your chest first.",0,"male",78,1989,205,"1989-1993"
"58",79108,"Seinfeld","1","1","JERRY","If you know what happened in the Met game, don't say anything, I taped it, hello. Yeah, no, I'm sorry, you have the wrong number. Yeah, no",0,"male",79,1989,26,"1989-1993"
"59",82108,"Seinfeld","1","1","JERRY","Yeah. Yeah, people do move. Have you ever seen the big trucks out on the street? Yeah, no problem.",0,"male",82,1989,18,"1989-1993"
"60",83108,"Seinfeld","1","1","KRAMER","Boy, the Mets blew it tonight, huh?",0,"male",83,1989,6,"1989-1993"
"61",84107,"Seinfeld","1","1","JERRY","Ohhhh, what are you doing? Kessler, it's a tape! I taped the game, it's one oclock in the morning! I avoided human contact all night to watch this.",0,"male",84,1989,27,"1989-1993"
"62",85108,"Seinfeld","1","1","KRAMER","Hey, I'm sorry, I- you know, I, I thought you knew. You got any meat?",0,"male",85,1989,14,"1989-1993"
"63",86108,"Seinfeld","1","1","JERRY","Meat? I don't, I don't know, go... hunt! well what happened in the game anyway?",0,"male",86,1989,14,"1989-1993"
"64",87108,"Seinfeld","1","1","KRAMER","What happened? Well, they STUNK, that's what happened!",0,"male",87,1989,7,"1989-1993"
"65",88108,"Seinfeld","1","1","KRAMER","You know, I almost wound up going to that game.",0,"male",88,1989,9,"1989-1993"
"66",89108,"Seinfeld","1","1","JERRY","Yeah you almost went to the game. You havent been out of the building in ten years!",0,"male",89,1989,16,"1989-1993"
"67",90108,"Seinfeld","1","1","KRAMER","Yeah. Are you done with this?",0,"male",90,1989,5,"1989-1993"
"68",92108,"Seinfeld","1","1","KRAMER","When you're done, let me know.",0,"male",92,1989,5,"1989-1993"
"69",93108,"Seinfeld","1","1","JERRY","Yeah, yeah... you can have it tomorrow.",0,"male",93,1989,6,"1989-1993"
"70",94108,"Seinfeld","1","1","KRAMER","I thought I wasn't allowed to be in here this weekend.",0,"male",94,1989,10,"1989-1993"
"71",95108,"Seinfeld","1","1","JERRY","No, it's okay now, that, that girl is not comin. Uh, I misread the whole thing.",0,"male",95,1989,15,"1989-1993"
"72",96107,"Seinfeld","1","1","KRAMER","You want me to talk to her?",0,"male",96,1989,6,"1989-1993"
"73",98108,"Seinfeld","1","1","KRAMER","Oh, I can be very persuasive. Do you know that I was almost... a lawyer.",0,"male",98,1989,14,"1989-1993"
"74",102108,"Seinfeld","1","1","KRAMER","Oh, give me it... let me talk to her.",0,"male",102,1989,8,"1989-1993"
"75",103108,"Seinfeld","1","1","JERRY","No believe me, I'm always up at this hour. How are you?... Great... Sure... What time does the plane get in?... I got my friend George to take me...",0,"male",103,1989,28,"1989-1993"
"76",105108,"Seinfeld","1","1","JERRY","No, it's, it's just my neighbour... Um... Yeah, I got it. Ten-fifteen... No, don't be silly, go ahead and ask... Yeah, sure... Okay, great, no no, it's no trouble at all... I'll see you tomorrow... Great, bye. I don't believe it. That was her. She wants to stay here!",0,"male",105,1989,48,"1989-1993"
"77",106107,"Seinfeld","1","1","JERRY","If my father was moving this he'd had to have a cigarette in his mouth the whole way. 'Have you got your end?... Your ends got to come down first, easy now, drop it down... drop it down, your ends got to come down.'",0,"male",106,1989,43,"1989-1993"
"78",107108,"Seinfeld","1","1","GEORGE","You know, I can't believe you're bringin in an extra bed for woman that wants to sleep with you. Why don't you bring in an extra guy too?",0,"male",107,1989,27,"1989-1993"
"79",108108,"Seinfeld","1","1","JERRY","Look, it's a very awkward situation. I don't wanna be presumptuous.",0,"male",108,1989,10,"1989-1993"
"80",109108,"Seinfeld","1","1","GEORGE","All right, all right, one more time, one more time! What was the exact phrasing of the request?",0,"male",109,1989,17,"1989-1993"
"81",110108,"Seinfeld","1","1","JERRY","All right, she said she couldn't find a decent hotel room...",0,"male",110,1989,10,"1989-1993"
"82",112108,"Seinfeld","1","1","JERRY","Yeah, a decent hotel-room, would it be terribly inconvenient if she stayed at my place.",0,"male",112,1989,14,"1989-1993"
"83",113108,"Seinfeld","1","1","GEORGE","You can't be serious. This is New York city. There must be eleven million decent hotel rooms! Whatta you need? A flag? This is the signal, Jerry, this is the signal!",0,"male",113,1989,30,"1989-1993"
"84",114108,"Seinfeld","1","1","JERRY","This is the signal? Thank you, Mr. Signal. Where we're you yesterday?",0,"male",114,1989,11,"1989-1993"
"85",115108,"Seinfeld","1","1","GEORGE","I think I was affected by the caffeine.",0,"male",115,1989,7,"1989-1993"
"86",116108,"Seinfeld","1","1","GEORGE","Ho, ho, ho, good dog, good dog...",0,"male",116,1989,6,"1989-1993"
"87",117108,"Seinfeld","1","1","KRAMER","Hey, he really likes you, George.",0,"male",117,1989,5,"1989-1993"
"88",119107,"Seinfeld","1","1","KRAMER","Oh, he's gettin a drink of water. Is this for that girl?",0,"male",119,1989,11,"1989-1993"
"89",121108,"Seinfeld","1","1","KRAMER","Why even give her an option?",0,"male",121,1989,5,"1989-1993"
"90",122108,"Seinfeld","1","1","JERRY","This is a person I like, it's not How to score on spring break.",0,"male",122,1989,13,"1989-1993"
"91",123108,"Seinfeld","1","1","GEORGE","Right, can we go? 'Cause I'm double-parked, I'm gonna get a ticket.",0,"male",123,1989,11,"1989-1993"
"92",124108,"Seinfeld","1","1","JERRY","Yeah, okay. Oh, wait a second. Oh, I forgot to clean the bathroom.",0,"male",124,1989,12,"1989-1993"
"93",126108,"Seinfeld","1","1","JERRY","Now, how could that be good?",0,"male",126,1989,5,"1989-1993"
"94",127107,"Seinfeld","1","1","GEORGE","Because filth is good. Whaddaya think, rock stars have sponges and ammonia lyin around the bathroom? They, have a woman comin over, I've gotta tidy up? Yeah right, in these matters you never do what your instincts tell you. Always, ALWAYS do the opposite.",0,"male",127,1989,43,"1989-1993"
"95",128108,"Seinfeld","1","1","JERRY","This is how you operate?",0,"male",128,1989,4,"1989-1993"
"96",130108,"Seinfeld","1","1","JERRY","Let me just wipe the sink.",0,"male",130,1989,5,"1989-1993"
"97",131108,"Seinfeld","1","1","KRAMER","Why even give her an option for?",0,"male",131,1989,6,"1989-1993"
"98",135108,"Seinfeld","1","1","GEORGE","It's uh, not bad, it's comin along. Why? Did you need something.",0,"male",135,1989,11,"1989-1993"
"99",136108,"Seinfeld","1","1","KRAMER","Do you handle any of that commercial... real estate?",0,"male",136,1989,8,"1989-1993"
"100",137108,"Seinfeld","1","1","GEORGE","Well, I might be getting into that.",0,"male",137,1989,6,"1989-1993"
"101",139108,"Seinfeld","1","1","GEORGE","I'm aware of you. All right, let's go Let's go!",0,"male",139,1989,9,"1989-1993"
"102",140108,"Seinfeld","1","1","JERRY","The dating world is not a fun world... it's a pressure world, it's a world of tension, it's a world of pain... and you know, if a woman comes over to my house, I gotta get that bathroom ready, 'cause she needs things. Women need equipment. I don't know what they need. I know I don't have it, I know that- You know what they need, women seem to need a lot of cotton-balls. This is the one I'm- always has been one of the amazing things to me... I have no cotton-balls, we're all human beings, what is the story? I've never had one... I never bought one, I never needed one, I've never been in a situation, when I thought to myself I could use a cotton-ball right now. I can certainly get out of this mess. Women need them and they don't need one or two, they need thousands of them, they need bags, they're like peat moss bags, have you ever seen these giant bags? They're huge and two days later, they're out, they're gone, the, the bag is empty, where are the cotton-balls, ladies? What are you doin' with them? The only time I ever see em is in the bottom of your little waste basket, there's two or three, that look like they've been through some horrible experience... tortured, interrogated, I don't know what happened to them. I once went out with a girl who's left a little zip-lock-baggy of cotton-balls over at my house. I don't know what to do with them, I took them out, I put them on my kitchen floor like little tumbleweeds. I thought maybe the cockroaches would see it, figure this is a dead town. Let's move on. The dating world is a world of pressure. Let's face it a date is a job interview that lasts all night. The only difference between a date and a job interview is not many job interviews is there a chance you'll end up naked at the end of it. You know? Well, Bill, the boss thinks you're the man for the position, why don't you strip down and meet some of the people you'll be workin with?",0,"male",140,1989,366,"1989-1993"
"103",141108,"Seinfeld","1","1","JERRY","Wouldn't it be great if you could ask a woman what she's thinking?",0,"male",141,1989,12,"1989-1993"
"104",142108,"Seinfeld","1","1","GEORGE","What a world that would be, if you just could ask a woman what she's thinking.",0,"male",142,1989,15,"1989-1993"
"105",143108,"Seinfeld","1","1","JERRY","You know, instead, I'm like a detective. I gotta pick up clues, the whole thing is a murder investigation.",0,"male",143,1989,18,"1989-1993"
"106",144108,"Seinfeld","1","1","GEORGE","Listen, listen, don't get worked up, 'cause you're gonna know the whole story the minute she steps off the plane.",0,"male",144,1989,19,"1989-1993"
"107",146108,"Seinfeld","1","1","GEORGE","'Cause it's all in the greeting.",0,"male",146,1989,5,"1989-1993"
"108",148108,"Seinfeld","1","1","GEORGE","All right, if she puts the bags down before she greets you, that's a good sign.",0,"male",148,1989,15,"1989-1993"
"109",150108,"Seinfeld","1","1","GEORGE","You know, anything in the, in the lip area is good.",0,"male",150,1989,10,"1989-1993"
"110",152108,"Seinfeld","1","1","GEORGE","You know a hug definitely good.",0,"male",152,1989,5,"1989-1993"
"111",155108,"Seinfeld","1","1","JERRY","Although what if it's one of those hugs where the shoulders are touching, the hips are eight feet apart?",0,"male",155,1989,18,"1989-1993"
"112",156108,"Seinfeld","1","1","GEORGE","That's so brutal, I hate that.",0,"male",156,1989,5,"1989-1993"
"113",157108,"Seinfeld","1","1","JERRY","You know how they do that?",0,"male",157,1989,5,"1989-1993"
"114",158108,"Seinfeld","1","1","GEORGE","That's why, you know, a shake is bad.",0,"male",158,1989,7,"1989-1993"
"115",159107,"Seinfeld","1","1","JERRY","Shake is bad, but what if it's the two-hander? The hand on the bottom, the hand on the top, the warm look in the eyes?",0,"male",159,1989,24,"1989-1993"
"116",162108,"Seinfeld","1","1","GEORGE","I see, well, that's open to interpretation. Because so much depends on the layering and the quality of the wetness in the eyes.",0,"male",162,1989,22,"1989-1993"
"117",165108,"Seinfeld","1","1","JERRY","It's good to see you.",0,"male",165,1989,4,"1989-1993"
"118",166108,"Seinfeld","1","1","JERRY","This is my friend George.",0,"male",166,1989,4,"1989-1993"
"119",170108,"Seinfeld","1","1","JERRY","I can't believe you're here.",0,"male",170,1989,4,"1989-1993"
"120",171108,"Seinfeld","1","1","GEORGE","Ooh yeah, the bags, sure.",0,"male",171,1989,4,"1989-1993"
"121",172108,"Seinfeld","1","1","JERRY","Ooh yeah, the bags, sure.",0,"male",172,1989,4,"1989-1993"
"122",173108,"Seinfeld","1","1","JERRY","Now that was an interesting greeting, did you notice that, George?",0,"male",173,1989,10,"1989-1993"
"123",174108,"Seinfeld","1","1","GEORGE","Yes, the surprise blindfold greeting. That wasn't in the manual, I don't know.",0,"male",174,1989,12,"1989-1993"
"124",175108,"Seinfeld","1","1","JERRY","So uh, what do you think?",0,"male",175,1989,5,"1989-1993"
"125",176108,"Seinfeld","1","1","JERRY","Yeah, it kind a motivates me to work on the road. So uh, make yourself at home. So uh, can I get you anything? Uuhhh, bread, water... salad-dressing?",0,"male",176,1989,27,"1989-1993"
"126",177108,"Seinfeld","1","1","JERRY","Uh, yeah, I think I do.",0,"male",177,1989,5,"1989-1993"
"127",178108,"Seinfeld","1","1","JERRY","Uh, no, yeah, go right ahead.",0,"male",178,1989,5,"1989-1993"
"128",179108,"Seinfeld","1","1","JERRY","Uh, yeah, yeah, sure, why don't you stay? Yeah, uhm... What is your, what is your schedule for tomorrow? Are you, are you doin' anything?",0,"male",179,1989,24,"1989-1993"
"129",180108,"Seinfeld","1","1","JERRY","Really? What would you like to do?",0,"male",180,1989,6,"1989-1993"
"130",181108,"Seinfeld","1","1","JERRY","Yeah, we could do that... why not, why not. I'm just, I'm really glad you're here.",0,"male",181,1989,15,"1989-1993"
"131",182107,"Seinfeld","1","1","JERRY","Yeah, hello... yes... yes, she is, hold on. Um, it's for you.",0,"male",182,1989,11,"1989-1993"
"132",188107,"Seinfeld","1","2","JERRY","I swear, I have absolutely no idea what women are thinking. I don't get it, okay? I, I, I admit, I, I'm not getting the signals. I am not getting it! Women, they're so subtle, their little... everything they do is subtle. Men are not subtle, we are obvious. Women know what men want, men know what men want, what do we want? We want women, that's it! It's the only thing we know for sure, it really is. We want women. How do we get them? Oh, we don't know bout that, we don't know. The next step after that we have no idea. This is why you see men honking car-horns, yelling from construction sites. These are the best ideas we've had so far. The car-horn honk, is that a beauty? Have you seen men doing this? What is this? The man is in the car, the woman walks by the front of the car, he honks. E-eeehh, eehhh, eehhh! This man is out of ideas. How does it... ? E-e-e-eeeehhhh! I don't think she likes me. The amazing thing is, that we still get women, don't we? Men, I mean, men are with women. You see men with women. How are men getting women, many people wonder. Let me tell you a little bit about our organization. Wherever women are, we have a man working on the situation right now. Now, he may not be our best man, okay, we have a lot of areas to cover, but someone from our staff is on the scene. That's why, I think, men get frustrated, when we see women reading articles, like Where to meet men? We're here, we are everywhere. We're honking our horns to serve you better.",0,"male",188,1990,289,"1989-1993"
"133",189108,"Seinfeld","1","2","JERRY","So, I'm on line at the supermarket. Two women in front of me. One of them, her total was eight dollars, the other three dollars. They both of course choose to pay by the use of the...",0,"male",189,1990,36,"1989-1993"
"134",190108,"Seinfeld","1","2","JERRY","Cheque. Now, the fact is, if it's a woman in front of you that's writing the cheque, you will not be waiting long. I have noticed that women are very fast with cheques, yknow, 'cause they write out so many cheques. The keys, they can never find in their purse, they don't know where that is, but the cheque book they got that. They never fumble for the cheque book. The cheque book comes out of a holster Who do I make it out to? There's my I'D. There's something about a cheque that, to a man, is not masculine. I don't know exactly what it is. I think to a man, a cheque is like a note from your mother that says, I don't have any money, but if you'll contact these people, I'm sure they'll stick up for me... If you just trust me this one time- I don't have any money but I have these. I wrote on these. Is this of any value at all?",0,"male",190,1990,168,"1989-1993"
"135",192108,"Seinfeld","1","2","ELAINE","Coccoon II The Return. I guess they didn't like it up there.",1,"female",192,1990,11,"1989-1993"
"136",193108,"Seinfeld","1","2","JERRY","Maybe they came back for Chinese food. Yknow Maureen Stapleton, if she gets a craving, she's probably screamin at those aliens, I gotta have a lo mein!",0,"male",193,1990,26,"1989-1993"
"137",194108,"Seinfeld","1","2","ELAINE","Okay, whatre we doing here? I have seen everything.",1,"female",194,1990,8,"1989-1993"
"138",195108,"Seinfeld","1","2","JERRY","Oh yeah? I don't believe you've seen... this.",0,"male",195,1990,7,"1989-1993"
"139",198108,"Seinfeld","1","2","ELAINE","What do you think their parents think?",1,"female",198,1990,6,"1989-1993"
"140",199108,"Seinfeld","1","2","JERRY","So, uh, what's your son doing now, Dr. Stevens? Oh, he's a public fornicator. Yes, he's a fine boy...",0,"male",199,1990,18,"1989-1993"
"141",200108,"Seinfeld","1","2","ELAINE","Yknow what? This would be a really funny gift for Pamelas birthday.",1,"female",200,1990,11,"1989-1993"
"142",201107,"Seinfeld","1","2","JERRY","Pamela? Do I know her?",0,"male",201,1990,4,"1989-1993"
"143",202108,"Seinfeld","1","2","ELAINE","Yeah, you met her when we we're going out.",1,"female",202,1990,8,"1989-1993"
"144",204108,"Seinfeld","1","2","ELAINE","You have no idea who I'm talking about, do you?",1,"female",204,1990,9,"1989-1993"
"145",206108,"Seinfeld","1","2","ELAINE","Blonde hair, remember? Glasses? Have you totally blocked out the entire time we we're a couple?",1,"female",206,1990,15,"1989-1993"
"146",208108,"Seinfeld","1","2","ELAINE","Right! In fact... No, never mind...",1,"female",208,1990,5,"1989-1993"
"147",210108,"Seinfeld","1","2","ELAINE","Well, a bunch of people are getting together tomorrow night at some bar for her birthday, but... you don't want to go to... that... no.",1,"female",210,1990,24,"1989-1993"
"148",211108,"Seinfeld","1","2","JERRY","Wait a second, wait a second. We could work out a little deal here.",0,"male",211,1990,13,"1989-1993"
"149",213108,"Seinfeld","1","2","JERRY","I will go to that, if you go with me to a little family wedding I have on Saturday.",0,"male",213,1990,18,"1989-1993"
"150",214108,"Seinfeld","1","2","ELAINE","A wedding? Have you lost it, man?",1,"female",214,1990,6,"1989-1993"
"151",215108,"Seinfeld","1","2","JERRY","Yknow, my parents are coming in for this...",0,"male",215,1990,7,"1989-1993"
"152",218108,"Seinfeld","1","2","ELAINE","Hey, did your father ever get that hair weave?",1,"female",218,1990,8,"1989-1993"
"153",219108,"Seinfeld","1","2","JERRY","No, no. Still doin' the big sweep across.",0,"male",219,1990,7,"1989-1993"
"154",220108,"Seinfeld","1","2","ELAINE","Why does he do that?",1,"female",220,1990,4,"1989-1993"
"155",221107,"Seinfeld","1","2","JERRY","Doesn't think anyone can tell. So c'mon, do we have a deal?",0,"male",221,1990,11,"1989-1993"
"156",223108,"Seinfeld","1","2","JERRY","There's a lot of people to mock...",0,"male",223,1990,6,"1989-1993"
"157",224108,"Seinfeld","1","2","ELAINE","All right, what the hell.",1,"female",224,1990,4,"1989-1993"
"158",227108,"Seinfeld","1","2","JERRY","Was I supposed to bring something?",0,"male",227,1990,5,"1989-1993"
"159",229108,"Seinfeld","1","2","JERRY","I met her one time...",0,"male",229,1990,4,"1989-1993"
"160",231108,"Seinfeld","1","2","JERRY","What did you say then?",0,"male",231,1990,4,"1989-1993"
"161",233108,"Seinfeld","1","2","ELAINE","Hi, Pamela, you remember Jerry.",1,"female",233,1990,4,"1989-1993"
"162",238107,"Seinfeld","1","2","JERRY","Oh, Okay I'm sorry, I didn't know what to bring, nobody told me.",0,"male",238,1990,12,"1989-1993"
"163",240108,"Seinfeld","1","2","JERRY","Uh-oh... What do we have here?",0,"male",240,1990,5,"1989-1993"
"164",241108,"Seinfeld","1","2","JERRY","Oh, I can't. Uh, I have a tendency to get chilly.",0,"male",241,1990,10,"1989-1993"
"165",242108,"Seinfeld","1","2","JERRY","Plus I'm wearing short sleeves, I don't want to expose my tattoos. She's unbelievable!",0,"male",242,1990,13,"1989-1993"
"166",243108,"Seinfeld","1","2","JERRY","What's going on here? Gotta be her boyfriend, she's too good to be alone. What's the difference, I can't maneouver anyway with Elaine next to me.",0,"male",243,1990,25,"1989-1993"
"167",244107,"Seinfeld","1","2","JERRY","Uh, friend of a friend. And you?",0,"male",244,1990,6,"1989-1993"
"168",247108,"Seinfeld","1","2","ELAINE","I had this dream last night and you were in it.",1,"female",247,1990,10,"1989-1993"
"169",248108,"Seinfeld","1","2","JERRY","Oh really? Oh God, I gotta get out of this.",0,"male",248,1990,9,"1989-1993"
"170",249108,"Seinfeld","1","2","ELAINE","You were you, but, you weren't you...",1,"female",249,1990,6,"1989-1993"
"171",250107,"Seinfeld","1","2","JERRY","No kidding. Why is this happening? Please, make her stop!",0,"male",250,1990,9,"1989-1993"
"172",251107,"Seinfeld","1","2","ELAINE","I think, I think we we're in my house where I grew up, and you were standing there, you were looking out the window...",1,"female",251,1990,23,"1989-1993"
